"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sat Aug 10 20:31:22 GMT 2024","Sat Aug 10 20:31:22 GMT 2024","1","Surefire suite","Surefire test","automation.HeaderMenuTest","automation.HeaderMenuTest","testAllLinks","testAllLinks","This test attempts to check all links"
"skipped","Sat Aug 10 20:31:21 GMT 2024","Sat Aug 10 20:31:21 GMT 2024","2","Surefire suite","Surefire test","automation.MostWantedPageTest","automation.MostWantedPageTest","testCheckCurrentPage","testCheckCurrentPage","This test attempts to check url from MostWanted Page on the  website"
"skipped","Sat Aug 10 20:31:22 GMT 2024","Sat Aug 10 20:31:22 GMT 2024","1","Surefire suite","Surefire test","automation.HomePageTest","automation.HomePageTest","getTitleOfPageTest","getTitleOfPageTest","This test attempts to check title of HomePage on the  website"
"skipped","Sat Aug 10 20:31:22 GMT 2024","Sat Aug 10 20:31:22 GMT 2024","1","Surefire suite","Surefire test","automation.HeaderMenuTest","automation.HeaderMenuTest","testMailLink","testMailLink","This test attempts to check link to mail(@gmail.com)"
"skipped","Sat Aug 10 20:31:22 GMT 2024","Sat Aug 10 20:31:22 GMT 2024","0","Surefire suite","Surefire test","automation.HeaderMenuTest","automation.HeaderMenuTest","testCheckHeaderMenu","testCheckHeaderMenu","This test attempts to check title of HomePage on the  website"
"skipped","Sat Aug 10 20:31:22 GMT 2024","Sat Aug 10 20:31:22 GMT 2024","0","Surefire suite","Surefire test","automation.HeaderMenuTest","automation.HeaderMenuTest","testHeaderLinks","testHeaderLinks","This test attempts to check links to  the pages on the  website"
